mol1,mol2,y
CCC,CC=1CCCCC1C,8.853599522014864
C(CCC)Cc1ccccc1CCC(CC)C,C(CC)(CC)C=1CCCCC1CC,3.295927608505179
CCC,CCCCC,1.4766119050927293
CCC=1CCCCC1C,CCCC,4.147730416544405
Cc1ccccc1C(CCC)CCC,CCC=1CCCCC1C(O)C,1.2407411040232352
CCC=1CCCCC1CCCCCC,CCC,8.583239192861619
CCCCC,CCCC,6.0646642860733095
CCC(CC)CCC,C(CCC)C(=O)C,2.549133297444785
CCC,CCCCC(O)CC(CC)C(CC)C,7.500118448255084
C(CCC)C,C=CC,4.26379673487977
C(O)Cc1ccccc1C,CCC=1CCCCC1CC,6.678926627335954
CC=CC,CC=1CCCCC1C(CCC)CC,7.2463109734713145
Cc1ccccc1C,CCCCC,8.90138422832905
C(=O)CCC,CCCC,2.4202040291120226
C=CC,CCC,9.461534143370898
C=C,CC(CC)CCCC(CC)C,6.267330944180947
CCc1ccccc1C,CCC=1CCCCC1CCC(O)(O)c1ccccc1c1ccccc1CCCC,2.832941250962578
C(O)CCC(=O)C(CC)(CC)C,C(=O)CCCC(=O)CC,8.717554761825737
CC=1CCCCC1CCCC(=O)C,CCCCC,2.2105242745575095
CC(=O)C,CC(CCC)CCCCCC(O)(O)C=1CCCCC1CCCCCCC,1.678781297149813
C(CC)(CCC)(CC)CCCC(=O)CCC(CCC)C,CC=C(CC)C,5.095061557047379
CCC,C(CCC)CC=CCC,1.3965739468053806
C(CC)(CCC)CCC=CC=CC=1CCCCC1C,C(CCC)CC=1CCCCC1C,1.8318794860543712
CCCC=1CCCCC1CCC,CCCCCCCC,9.39264296081957
CCCCC,CCc1ccccc1C,7.758528318041672
CCC=1CCCCC1C,CCCC,2.5081053603727215
C(O)CC,CCC(CC)c1ccccc1C(CC)(O)CC(O)CCC,3.58992092639399
CCCCC(CCC)(CCC)CCC,C=CCCCC=CC(CCC)C(CCC)C,9.778057452259075
CC(CCC)C,CCC,6.413844152919341
CCCC,C(CC)CC=1CCCCC1CCCC(O)CCC,8.7526412305171
C(CCC)CC(O)C(O)(O)C=CC(CCC)CC=C(O)C,C(=O)(CC)CCCC(CCC)C,6.813036194504436
CCCC=C,CC(CCC)C(CC)C=1CCCCC1CC(CC)C,8.306645598063671
CCC(=O)CCCc1ccccc1CCC,CCc1ccccc1CC,8.802004809484588
C(=O)C,CC=1CCCCC1CC,5.122465627558767
Cc1ccccc1C,C(CCC)C,9.002191499825233
CCCCCCCC=1CCCCC1CCCC(CCC)CCCCC(O)CC,CCC,1.4204473588521782
CC(CCC)CCC,CCC(CC)CCCCC,5.416415256562759
CCCCCCCC=1CCCCC1CCC,C(CC)CCCCCC,7.7754608987887215
CC(CC)CCCCC,CC=C(CC)CC,8.281524471794484
CCC=CC=1CCCCC1CC(CC)(CCC)C=1CCCCC1C,CCCC(CC)CCCCCCCC(CC)c1ccccc1CC,6.479054267623591
CCC(O)C=1CCCCC1CCC(CCC)CC,CC(CCC)C(CCC)CCCC(O)(O)CC,1.9061521700850508
CC(O)C,Cc1ccccc1CCc1ccccc1CC(CC)C(O)CCCC,8.735890106188855
CCC,CCC=1CCCCC1CCCC(=O)CC=C,9.804489300204283
CCCC,CCC,2.486827375943911
CC(=O)C(CCC)CCC,CCCC=1CCCCC1CCCCCCCCC=1CCCCC1C(CCC)C=C,6.609085046030236
CCC,CCCCCc1ccccc1C,4.27498317570377
Cc1ccccc1CC(CCC)CCC,CCC,9.583984358939622
CCC(CCC)C=1CCCCC1Cc1ccccc1C(=O)C(CC)CCC,CCCc1ccccc1C(CCC)C,9.354206942988288
CCCC(O)C,CC=CC(CC)CCCCCCC,7.6691790621308895
CCCCCCCC(O)CC(CCC)CCC,C(=O)C,6.39533373936562
CCCCCc1ccccc1CC(CCC)C,C(CCC)CC,6.910145664433063
CCCC,C(O)C=CCCC(CCC)CCCCC(CC)C,4.041934395948406
CCC(O)C,CCCCCCCC(CC)CCC(=O)CCC(CCC)CC,7.536994034375088
CCC,CC=1CCCCC1CCc1ccccc1CCCCc1ccccc1C(CCC)CC,9.816755083112337
Cc1ccccc1c1ccccc1CC(CC)C(CCC)(O)C(=O)CCc1ccccc1C,C(O)CCC,8.396977484312954
Cc1ccccc1CC(O)C=CC(CCC)C(CCC)CCCCCCC,C(O)CCC,2.0784672033712135
CCCC(CCC)CCC(O)C,CC=1CCCCC1CCCCCCC,6.269065952609774
CC(O)C,CC=1CCCCC1CCCC(=O)CC(O)C,2.209451000829792
CCCc1ccccc1C,CCCCCC(=O)CC=CC,1.7320232520719183
C(CC)CC=1CCCCC1C,CCC,9.017912182507475
CCC=1CCCCC1CC,CC(=O)CCCCCC(CC)C,8.64830692879099
CCCC,C(CCC)C,1.7638976109940914
CCCc1ccccc1C(CCC)CCCCc1ccccc1c1ccccc1CC,CCCC(O)(CCC)C,6.350135355559165
CCC,CCCC,4.446088877951666
C(=O)C(CCC)CCC(CCC)(CCC)CC(O)(O)CCCC,CCC,3.5408879976408736
CCCCC(O)(O)CCCCCC(CCC)CC(O)Cc1ccccc1CCC,CCC(CCC)C,3.0883614445037226
C=CCCC=1CCCCC1CCC,CCC(CCC)C,7.999649201061169
CC(CC)(O)C,CCC(CCC)C(CC)CC(=O)CCC,1.1126963116717121
CC=1CCCCC1CCCC(CC)C,C(O)C,6.47863177207948
CCC(CC)CC(O)C,CC=1CCCCC1CC(CC)CCC(O)CC(CC)C,3.326980356957781
CC(O)CCC,CCCCC(O)(O)CC=CCCC,2.7392011478370404
CCCCCC(O)CC,C(CCC)(O)CCC(=O)CC(CC)C(CC)(O)C,5.855760499206087
CCCC=C,CCCCCCCc1ccccc1C=1CCCCC1CCC(O)CC,5.862443042173622
CCC,C(CCC)(CC)C(O)c1ccccc1C,3.6088117229217267
CCCCC,CCCCCC,7.872644749605577
CCC,CCC,5.789818787246042
C(=O)CC=1CCCCC1C,CCCC,3.5184557888174215
CCC,CC(CCC)c1ccccc1CCCc1ccccc1C,1.8720685611475145
CCC,CCCC,9.379873481113485
CCC=1CCCCC1C,CCCC=1CCCCC1C=CCC,4.800971748796204
CCC(=O)C(CC)CC,CC(=O)C,6.484302597793085
CCCCCc1ccccc1C=Cc1ccccc1C,CCC,6.812994745847255
CCC,CCCC=1CCCCC1c1ccccc1CC,5.583984452639532
CC(CC)CC,C(CC)CC,4.084828106165781
CCCC=1CCCCC1CC,C(O)CC=Cc1ccccc1Cc1ccccc1CC(O)C=1CCCCC1c1ccccc1c1ccccc1C,2.2296556314136464
CC(CC)CC,C(O)(=O)C,1.904752533542116
CCCCC,Cc1ccccc1C,8.647142482423636
C=C,Cc1ccccc1CC,2.794856057636823
CCCCC,C(O)C(O)CCC=1CCCCC1CC=1CCCCC1CCCCCc1ccccc1C,4.35465308286107
CCC,C(CC)CC,8.940667597403545
C(CCC)Cc1ccccc1C(CC)c1ccccc1c1ccccc1c1ccccc1CC,Cc1ccccc1C(CC)CCCC,9.80174917344618
CCC(CC)C,Cc1ccccc1CCCCC=CC=1CCCCC1CCCCc1ccccc1CCCC=CC,7.051219122635894
C(CCC)CCCC=1CCCCC1C,C(=O)C(CC)c1ccccc1C(CCC)CCC=1CCCCC1CCCC,9.423076275349514
CC(O)=CCC(=O)C,CCC,1.41756758553987
CCC,CCCCCCCCc1ccccc1C(CCC)(CC)C,6.004093295135193
CCC(O)CC(O)CC,CCC(O)CC,2.5878292733844726
C(O)C,Cc1ccccc1CCc1ccccc1C(=O)CC=1CCCCC1C,7.874250519500395
CCCCCCCC,CCC,9.072538972268086
CCC=C,CCCC,2.359696690843416
C=CC,C(CCC)C,2.1401947227188396
C(CC)CCCCC(CCC)C,C(CCC)CCCC=C,4.280137998931013
C(CCC)=CCCC,CC(=O)C=1CCCCC1CCCCC,1.2474602789887377
CCCCCC(CCC)CCCC(CCC)c1ccccc1C=1CCCCC1C=CCCC=1CCCCC1CC,CC(CC)C(O)(CC)CCCC,9.35207553210188
C(O)C,CCC,3.500257574556394
CCCCc1ccccc1C=CCC,C(O)CC,8.190326082409983
CCCC=1CCCCC1CC,C(CCC)C(=O)CC,4.845863772656095
C(CC)(CC)C(CC)C=1CCCCC1C(=O)CCCCCCCC=1CCCCC1CC(=O)CCC,CCC(O)CCc1ccccc1CC(CCC)CC(O)C,9.204477781580078
Cc1ccccc1C=CC,CC(CCC)C,3.9334320512702865
CC(O)CCc1ccccc1CCC,C=CCC,6.4649042480011
CCC(CC)(O)CC=C,CCCc1ccccc1C,1.5696269771418918
CCC,CCC(O)C(CC)CC,1.945391521464313
C(CC)(O)C(CC)CCCCc1ccccc1C=CC=1CCCCC1C(CCC)Cc1ccccc1CCC,C(=O)CC(CCC)CCC(CC)CCC,6.170697887171524
CCC=1CCCCC1CCC=1CCCCC1CCC,CCCCC,8.121971708430948
C(CCC)C,CCC,2.5977331839021542
CCCCCCC,CCC,7.579605337321587
C(=O)C=1CCCCC1CCCCCCC=C,C(CCC)C,8.682885032439138
CCC=Cc1ccccc1CCc1ccccc1C=1CCCCC1C,CCC(CC)c1ccccc1C,1.9919423932243254
CCc1ccccc1CCCC,CC(CCC)Cc1ccccc1C=CCCCC=C,9.998729300380257
CC(CCC)C=1CCCCC1CCCCCCCCC,CC=1CCCCC1C(CCC)CC,4.46319611225574
CCCC(O)C,C(O)(=O)C(=O)CC(CC)CCC,1.199160118953361
CC(=O)C=CCCCCCCCC,CCCC,1.7293771729628218
CCC(CC)C,CCC,7.427214457059405
CCc1ccccc1Cc1ccccc1CC,CCC(CCC)(O)CCC,3.9660567097683317
C(CCC)CCCC=1CCCCC1CCC,CCc1ccccc1Cc1ccccc1CCCCCCC,3.645732900305692
CCCCC(O)CCC,CCCCC,2.5581861189225865
CCc1ccccc1CC(CCC)CCc1ccccc1C(CCC)CCC,CCC,6.115110819703926
CCC,CCCc1ccccc1C=1CCCCC1CCCCC=1CCCCC1C,5.478960663281293
CCC=1CCCCC1CC=C(CC)C=1CCCCC1Cc1ccccc1CC(CCC)C,CC=CCCCC=1CCCCC1C(O)C(O)CCCCC,7.630235812762353
CCC=1CCCCC1CCCC(CC)CCCCCCC,CC(=O)CCCCCCCC,1.09800733230581
C(CC)CCCC,C(CCC)(O)CC,4.201625402808303
CCC(CC)CC(=O)C,C(CCC)CCCCCCCC(=O)CCc1ccccc1C,7.40294551203911
CCCC(=O)CC(CCC)CCCc1ccccc1C,CCC,5.897374862848052
C=CC(=O)CC,C(CC)C(O)CCC=1CCCCC1CC,4.044416516304413
C=C,C(CC)C=1CCCCC1CC,1.575036353185399
CCC,CCCCCC(=O)CCCC,3.8214165743556543
CCCCC,C(CC)(=O)Cc1ccccc1C=CCC=1CCCCC1CC,1.499922872676956
CCC,CCCc1ccccc1CCCC(CC)C(O)C=1CCCCC1C=1CCCCC1C,3.4870321510764652
CC(O)C,CCC,4.983806312211668
C(CCC)=CCC,CCCCCCCC=1CCCCC1C=1CCCCC1CCCc1ccccc1C,7.396205769842091
CCC=1CCCCC1C,CCCC,6.043367268476109
C(CCC)(CCC)CCC,CC(O)(CC)C=C,8.754666355828096
Cc1ccccc1c1ccccc1CCCCC=1CCCCC1C(=O)CC=CCCCC,CCC,7.453263125569873
CCCC(=O)CCC,CCCC,4.419069282342769
CCCCCC=1CCCCC1C,CCC,9.771917743832804
CC(O)c1ccccc1CCCC=1CCCCC1CC=1CCCCC1CC(=O)C,CCc1ccccc1CC=C(O)C=1CCCCC1C=1CCCCC1CC,5.972033515209841
CC=CC=1CCCCC1Cc1ccccc1C,CC(CCC)C,2.0704879210265323
CCCc1ccccc1CCCC(CC)CCCCCCCC=1CCCCC1CC(O)C,CCC(CC)CCC=CCCCC,4.0095676906229345
CCCC=1CCCCC1C=1CCCCC1CCCCC,CCC,5.217290040367986
CCC,CCCCC,8.557035478622495
C(=O)C,CCCC,8.738286495521276
C(=O)(CCC)CC,CCC,9.37257712391582
Cc1ccccc1CCc1ccccc1CC,CCC,4.519207813631031
CCCC,CCC,2.041530184497443
CC=1CCCCC1CCCC(CCC)C,CCC,6.631421815783092
CCCc1ccccc1C,C(CCC)C,4.442622648109295
Cc1ccccc1CCCC,C(=O)CCCC,4.943183084241757
CCc1ccccc1C,CCCCCC,1.2925685841029786
CC(=O)CC=1CCCCC1CCCCCCC(CCC)(O)C(=O)C,CCCC(CCC)C,8.755141497076018
CCC(=O)CCC(O)CC=CCC=CC,CCC,8.504935576320994
CCC(O)c1ccccc1CCC(CC)CCC,CC(=O)C,1.9686287826775608
C(CCC)C,CCc1ccccc1CCCC,5.178843678683347
CCCC,C(CC)CCCCCCCCC,1.6988045870662574
CCC,CCCCCc1ccccc1C(=O)C,8.295834400670227
C(O)C(=O)CCCC,CCCCC(CC)C,7.58872214176012
C=C,CCCCC=CCC,7.9065177497448875
CC(CCC)C,CCC,6.341059436624313
C(CCC)CCCCC(CCC)C,C(CC)CC,2.48904424815771
CCCC(=O)C=C(CCC)C,CCCC,3.213225755889639
C(CC)CCCc1ccccc1C=1CCCCC1CC(CC)C(CCC)C,C(O)CCC=1CCCCC1C(CCC)CCC,1.3206080389148898
C(CCC)CC(O)CC=1CCCCC1CC,C=CC,2.9101196227184154
CCC(O)CCC,CCc1ccccc1CC,4.507169220792429
CCCC(=O)CC=C,CCC,1.6590754254263205
CCC,CC=1CCCCC1CC,1.0016401728407125
CC=C(O)C,CCC,3.938714669556191
C(=O)CC,CCC,6.990245691390467
CCCC,C(=O)C,7.507807506158668
C=CC=1CCCCC1CCCC,CCC(CC)CC,9.62948206277349
CCCC(CC)C=1CCCCC1CCC,CCC,2.693227099942648
C(O)(CC)CCCC,Cc1ccccc1CCCCCCC=1CCCCC1CCC,1.7577007854582622
Cc1ccccc1C,CC(O)CC(O)(O)C,2.7886200058325334
C(=O)C,CCCC,7.025900718946849
CC(O)C(O)CCc1ccccc1CCC,CCC=1CCCCC1C(=O)CCC,3.0638356983020176
C=CC(CC)C=1CCCCC1C,C(CCC)C,6.3136243943952435
CC(CCC)Cc1ccccc1C(O)=CC=1CCCCC1C(=O)CCC=1CCCCC1CC,CC=C,3.883614483171625
CCC,CCC,7.732115653320093
CCC,CCC=1CCCCC1CC,1.00280301813298
C(=O)C,C(O)C(=O)CC,4.104909854022949
CC=1CCCCC1C,C=CCC,8.785187799503337
CC=1CCCCC1C,CC=1CCCCC1CCC,8.586831654925657
CCCCC,C(CCC)(O)C(O)C(CCC)(O)CCCC=1CCCCC1C(O)CC,5.543385371032748
CCCCC=C,CCCCC,7.765033695438151
CC=CCCC=1CCCCC1CCCCC,CCC,7.889518323909008
CCCC(CC)CCC(CC)c1ccccc1Cc1ccccc1C=1CCCCC1C(CC)CCCC,C(O)CCCCC=1CCCCC1CC(O)CCC,2.3837663940606446
CCC=1CCCCC1CC,C(CCC)c1ccccc1C,3.9752094015719677
CC(O)CCCC(CCC)CC=CC=1CCCCC1CC,CCCCC=1CCCCC1C,3.0753658099904806
C(CCC)C,CCCC,3.9735988555537225
C(CC)CCC(=O)c1ccccc1C,C(O)CC,8.155281436803513
CC=C,CCC,1.682433665906019
CCCC(CC)CC,C(CC)C(CC)C(CCC)CCCCCCCCCC(CCC)C,5.252801860059131
CCC,CC(CCC)CC,4.806259693869236
C(CCC)C,CCCCCC(CCC)C(O)CCCC,8.17823509323502
C(CC)=C(O)CC,C(=O)CCCCCc1ccccc1CCC,1.233113335963477
CCC,CCC,8.31904380761272
CCCCC,CCc1ccccc1C,5.837848641336151
C=C,CCC(CC)CCC=1CCCCC1C(=O)CCC=1CCCCC1C(O)C(CC)C,3.4798745005529166
Cc1ccccc1CCC,CC(CC)C(CC)CC,5.813208871115583
CCc1ccccc1C,CCC,4.1382326947861365
CCCCCCCCCCC,CCC=C(O)C,4.926745416746147
C(=O)CC=1CCCCC1CCCCC,C(CCC)CC(CCC)CC=1CCCCC1CC=1CCCCC1CC(CC)C=1CCCCC1C,5.543563447135926
Cc1ccccc1CC(CCC)C,CCCCCCCCC=1CCCCC1C=1CCCCC1C(CCC)CCCCCCCC,9.630289033669047
CCC(CCC)C(CC)CC(=O)C=CC,CCC(=O)CCCCCC,7.452499008791878
CC(O)CC(=O)C(=O)CC=1CCCCC1CCC(O)C,C(=O)CCCCc1ccccc1C,9.034789861613225
CCCCC(=O)C=1CCCCC1CCCCCC(O)CCCC,CCCCCC,5.099332865762173
CCc1ccccc1CC(=O)CCCCc1ccccc1CC,CCC,4.941924989911547
C=CCC(O)CCCCC,C(=O)C(O)Cc1ccccc1C(CCC)(CC)C,4.112573395069548
CCC,CC(CCC)C=1CCCCC1CC,8.33914490584645
CCC=C(CCC)C(CCC)c1ccccc1CC,CCC,1.9491797579293837
CCCC,CC=1CCCCC1C=1CCCCC1CCCC(CCC)C,9.530219780265773
CC=1CCCCC1CC,CC(O)C,3.217671458063043
CCCC(CCC)C,CCC,4.05585692988811
C(=O)C,CC=C,3.27998619099162
CCCC,C(O)(O)c1ccccc1CCC,6.176176281294481
CC=1CCCCC1CCc1ccccc1C(O)C,CC=1CCCCC1C,5.489960516170264
C=CCC,C(CC)CCCc1ccccc1c1ccccc1CCCCCC(CCC)CC(O)CCCCC,5.619955694705981
CCCCCCCC(CC)=CCc1ccccc1C,CC(O)(CCC)CC,7.946814043472644
CCC,CCC,3.6586032720971824
C(CC)CC,C(CCC)CCCCC=1CCCCC1CCC,3.992691185297228
C(CC)(=O)CC,CC(O)C(=O)C,5.199516378287133
CC(CC)CC(O)CCC(CC)CCC,CCC,9.576655288646737
C(CCC)CC=1CCCCC1CCCC,CC=CCC(CCC)C,8.268010513822867
CC(CC)CC,CCc1ccccc1CCc1ccccc1c1ccccc1C(CC)CC(CC)CC,3.850012547274685
CCCC,Cc1ccccc1CCCC,9.237071573093237
CCCCCCC,C=C(O)CC(O)C,1.9154691037548641
C(CCC)(CCC)CCCC(=O)CC,CCC,5.6123138737981
CCCCCCCC,C(=O)C,5.3221911032153235
C(CC)(CCC)C(CCC)C(O)CCCCC=1CCCCC1C,C(CC)CC(CC)(CC)C=CCC=1CCCCC1C(O)CCCC(CCC)C,7.8827913352461865
C=C,CCC,6.88300273052625
CCCCC,C=CCCC,1.661943021572593
CCCCC,CCc1ccccc1Cc1ccccc1CCCC,2.4286522559061927
CCCCC=C,CCC,4.0448047252864665
CC(CC)CC,CCC(CC)C,1.008301842760991
C=C,C(CCC)=CC,7.187627286168579
C(=O)CCC,CCCC,1.9281231154783356
C=CC,CC=1CCCCC1CCC,1.0577070656967469
CCC(O)C,CCC,2.6830726600571704
C(O)c1ccccc1C,CC=1CCCCC1CC(CC)CC,8.459760217989462
C(=O)CC,CCC,6.716957441347799
CC(=O)C,CCCCCCCCC(CC)CCCC,8.820292758696349
CCC,C(O)(O)CCCCC,6.852599791455151
CCCCCCC(CC)C,C=C,4.770820833050975
CCC=CC(CC)C(=O)CCc1ccccc1CC,CCC(O)C=CC(CCC)C,1.5423414080061244
CCCC(CCC)C(=O)CCC(CCC)(CCC)CCCCCC(O)C,C(O)(CC)(CC)C(O)C,3.3107072099806785
CC(CC)CC(O)(O)C,CC=1CCCCC1CC,3.563921428214537
Cc1ccccc1CCCCCCCC,C(=O)CCC,8.779842187005574
CCCc1ccccc1CCC=CCCCC,C(CCC)CCCC,7.172304355151315
CCCCC(O)CCC,CCC,2.7637389425850434
C(O)C(O)C=1CCCCC1C,C(CCC)CCCCC(CCC)CC=CC,2.163924843037891
CCCC(O)CCC(O)CCC,CCCC(=O)c1ccccc1C(CC)CC(CCC)C(=O)C(=O)C,5.103632240915506
CCC=1CCCCC1c1ccccc1C,CCCC,7.086669705006721
Cc1ccccc1CCC(CC)=C,C=C=C(O)C(O)CC=1CCCCC1C(CCC)CCC(O)CCCC,2.8477420948919105
CC(O)C(=O)C,CC=C(CC)CC(CC)(O)CC(CCC)(CC)C(CC)C,8.151403513838112
CCC,C(CC)(CC)C(O)CCC(CC)(CC)CCCC=C(O)CC,8.234102888621948
C(CCC)(CCC)(O)CCCCC,Cc1ccccc1C(O)C=CCCCCCCCCc1ccccc1CC(CC)=CC,7.582289531373934
CCCC,CCCC,2.37301896350389
CCCC,CCC=1CCCCC1CC,1.6479129260698033
CCCCCCC=1CCCCC1C,CCCC(CCC)CCCCC,7.721497146350431
C(CC)C,C=CCCCC,1.3217883139284894
Cc1ccccc1C(CCC)(O)C(=O)C=CC,C(CC)C,2.6706957939766363
CCC=1CCCCC1CCC(CCC)(O)CC(=O)CCCC,CC(CCC)C=1CCCCC1C(CCC)(O)C,7.920369653514431
C(O)CC=C,CCCCC,1.4865861243460756
CCC,C(O)C=C(CCC)CC,3.865421208998794
CCC,CCC(CCC)CCCC,8.650707014096245
CCCC,CCCCc1ccccc1C=CC=1CCCCC1C,3.4385668572669568
CC(CC)C,CCCC,1.2764246179004524
CCCCC=1CCCCC1C=1CCCCC1CCC(CCC)C=1CCCCC1CCc1ccccc1CC,CCCC(CCC)c1ccccc1CCc1ccccc1C=1CCCCC1C(CC)CCCC,1.7711103735315314
C(=O)C,CCCC,9.629943375335145
CCCCCC,CCc1ccccc1C,8.72808606716426
C(O)CC,CCCC(CCC)C,3.24028724570261
CCCC,C(=O)CC=Cc1ccccc1C,5.775850672646133
C(O)C,C(CC)CCCC,6.784697416605688
CC=1CCCCC1C=1CCCCC1C,CCC,4.950262331250785
CCCc1ccccc1CCC,CCCCC=1CCCCC1CCC(=O)CCC,9.15763535524173
CCC(=O)CC,CC=1CCCCC1C(CCC)CC,6.413438522495046
CCC,CCCCCC(CCC)C,7.011209915475199
CCCCC(CC)=CC(CCC)CC,C(O)C=1CCCCC1C=1CCCCC1CC,8.334913422452889
Cc1ccccc1C(O)c1ccccc1C(CCC)CCCCCCCC=1CCCCC1CC,CCC=1CCCCC1CCC,7.1047067210597685
CC=1CCCCC1c1ccccc1CC,CCCC(CC)CC,3.0872685629644696
CCCC(O)C(CCC)CCCc1ccccc1C,CC(=O)CC,8.041215135582096
C=CC(CCC)C,C(O)(CC)C,9.351331702297834
Cc1ccccc1C=1CCCCC1C,CC(CCC)C,5.535061940389607
CCCCCCCCCCCCCCCC,C(O)CC(CCC)CC,8.475395385437988
CCC,Cc1ccccc1CCc1ccccc1C,9.127469240905784
C(=O)C(=O)C(CCC)CCC(O)C(CCC)CCC=1CCCCC1CCc1ccccc1CC,C(O)C,8.205947606750113
CCC(=O)C,CC(=O)CC(CCC)C,4.93409247266584
C(CCC)C(O)CCc1ccccc1CCCC,CC=1CCCCC1C,3.1324572776015875
C(CC)C,CCCc1ccccc1C,6.528818256720301
CCC,CCCC(CC)(CC)CC,3.8117318166426575
CCCC,Cc1ccccc1CC,5.439801598095191
CCCCC,CCC,6.722698866671928
CCC,CCC=1CCCCC1C,6.031854306986144
C(CC)(=O)CCCCCC(CC)CCC(CCC)(CC)C,CCCCC(CC)c1ccccc1CCC(CC)CCCC(=O)Cc1ccccc1C,6.47994692487645
C(O)CC,CCC,7.073035828787314
CC(CC)C=C,CCC,4.303501060411989
CC(CCC)C,CCC=C,5.220638359010263
CCC,CCCCCC(CC)CC(O)CC,8.059915183339918
CC(CC)C(CCC)C(CCC)=CCc1ccccc1c1ccccc1C,CCCCc1ccccc1CC(CC)CC,6.292614923605916
C(CC)(O)C,CCC=1CCCCC1CCC(=O)Cc1ccccc1CC,5.534625180746968
C(O)C=C,CC(=O)CCCC,9.473773834975821
C=C,CCC,2.296987758024871
CC=CCCC(=O)C(CCC)CC(CC)(CC)CC(CCC)C,C=CCC(CCC)(CCC)CCC(O)C,3.969222860777878
CC=CCC,CCCC=1CCCCC1c1ccccc1CC(CCC)CC,6.9665977454245
CCC,CCC,6.302601231441198
CCC(CCC)CC=C,CCC,4.078239302909241
CCC=1CCCCC1C(O)C(=O)C(=O)CCC(CCC)C,CCC,3.592744767103562
CC(CC)CC=1CCCCC1c1ccccc1CC,CCCCC,3.5391021379285936
C(CCC)C,C(CCC)C(CCC)CC,2.0449048527650997
CCCCC=1CCCCC1CCCC,C=CC(O)C,1.362730374686492
CCCCCCC(CC)CCC,C(CCC)(CC)C,8.885369930173184
C(CC)CCC(=O)CC,C(CCC)CC(CC)CCCC=C,4.500451656248942
C(O)C,CCCC,7.898955042455414
Cc1ccccc1CCCC,Cc1ccccc1c1ccccc1C=1CCCCC1C,9.603935754328338
C(CCC)(CCC)CCCC(CCC)C,CCC,6.9687780844570995
CCCCC(CC)C,C=C,1.5762311648297347
CCCC=CCC,C(O)CC(=O)Cc1ccccc1C,7.805404619660769
CCC(=O)CCCCCC=CCCCCCCC,CC=1CCCCC1C(O)C=1CCCCC1C,7.524018710091162
C(O)C,CC(CCC)C,2.2810936752800486
Cc1ccccc1CC,C=CC,8.690822926452606
CCCC,CCCCC(O)C(O)CC,1.245003777350096
CC(=O)C,CCC(=O)CC=1CCCCC1C,5.4237397177230715
C(CC)CCCCCCC,C=Cc1ccccc1C,3.01038829841148
CCC(CCC)C,CCCC=1CCCCC1C(CC)=C,8.72527792713007
CC(O)CCCC=1CCCCC1CCC,CC(O)CCCC,3.914722114349509
CC(=O)Cc1ccccc1CC=C,CCC,1.1662801061001677
CCCCCc1ccccc1CCc1ccccc1C=1CCCCC1CCCCC,C(CCC)c1ccccc1C,5.475709469877252
CC(O)=C,C(=O)c1ccccc1C,2.485192129204548
CCCC,Cc1ccccc1C,7.089313856367097
CCCCC,CCCCC(CCC)C,5.0008703500273946
CCc1ccccc1CCC,CCC,9.291178417040106
CCC(=O)CCC,CCCCCCC=CCc1ccccc1CC,2.296834226007871
CCCCCCCC,C(=O)(CC)CCC(O)C,3.890911301190184
CCCC,CCCCCC,6.764321664677727
CCCCCCCC(CCC)CC,C(O)C(CC)C,7.387166870824384
Cc1ccccc1C,C(CC)(=O)C,6.918067952238348
C(CCC)(=O)C,CC=CC,1.581331547093077
C(CC)CCC(O)CC,C(=O)C,8.648017747268268
CC(=O)CCCC(CCC)CC,CCC,7.60213450556131
Cc1ccccc1CC(CC)CCC(CC)CCCCCC,CCC,4.915555184634552
CCCCCCC,C(CC)C,7.151156387646775
CCC,CCCC(=O)C(=O)CCCCCCC,9.283851115048344
CCC,CCC=1CCCCC1C=1CCCCC1CC=1CCCCC1CC,6.769575521243751
CCCCC,C(O)=CCC(O)CC,4.30674125211771
CCCCCC,C(=O)CCC,2.122763920561208
CCCCCC,C=C,5.172121019020335
CCC,CCCC,9.882114640530403
Cc1ccccc1CC,CCC,2.0322382942599355
CCC,CC=1CCCCC1Cc1ccccc1CCCC=1CCCCC1C,5.917505941123317
CCCC,CCC(CC)C=1CCCCC1CCC=1CCCCC1Cc1ccccc1C,9.352979275779138
C=C=CCC,CCCCC(O)C,6.8530818361736054
CC=CCC(O)CCCC(O)CC=1CCCCC1CC,CCC(O)C=1CCCCC1C,3.4137654649514353
CCCCCC=1CCCCC1C(=O)CCC,C(=O)(CCC)CC=1CCCCC1CC,5.538495777355216
C=C(CCC)C,C(=O)CC,2.7839485042848464
CCCc1ccccc1CCC,C(CC)C,1.2356860542082249
CCCC,C(CC)C(CCC)C,3.891009307019748
CCC,CCCCCC,2.1931992259153277
CCC,CC(=O)c1ccccc1C,9.991487162997158
CC(=O)C,CC(CCC)CCCC=1CCCCC1C=1CCCCC1C,9.01364522387534
C(CC)CCC(CCC)C,CCCCCCCC,3.4555281237341946
CCCC,CC(O)CC(=O)CC,8.79287451893486
CCCC,Cc1ccccc1CC,5.998623454560027
CCc1ccccc1CCCCc1ccccc1C,CCC,8.407357215193327
CCc1ccccc1CC(O)CC=1CCCCC1CC=1CCCCC1c1ccccc1C(CCC)CCCC,CCCCCC=CCC,2.3346068506162356
C(CCC)CC(CCC)CCC,CCC,1.304294167564216
C=C,CC(CCC)C(CCC)CC,3.031109132277706
CC=CC,C(O)c1ccccc1CCCCCCCC,5.909939492660497
